"_time","src_location",conteo
"2025-05-21T02:15:00.000-0300","United States",38
"2025-05-21T02:30:00.000-0300",Argentina,9
"2025-05-21T02:30:00.000-0300",Belgium,1
"2025-05-21T02:30:00.000-0300",Brazil,1
"2025-05-21T02:30:00.000-0300",France,3
"2025-05-21T02:30:00.000-0300",Germany,1
"2025-05-21T02:30:00.000-0300",Ireland,5
"2025-05-21T02:30:00.000-0300",Singapore,8
"2025-05-21T02:30:00.000-0300","United States",36
"2025-05-21T02:45:00.000-0300",Argentina,8
"2025-05-21T02:45:00.000-0300",Brazil,1
"2025-05-21T02:45:00.000-0300",Bulgaria,1
"2025-05-21T02:45:00.000-0300",Canada,1
"2025-05-21T02:45:00.000-0300",Chile,1
"2025-05-21T02:45:00.000-0300",France,1
"2025-05-21T02:45:00.000-0300","Hong Kong",1
"2025-05-21T02:45:00.000-0300",Ireland,3
"2025-05-21T02:45:00.000-0300",Singapore,6
"2025-05-21T02:45:00.000-0300","United States",51
"2025-05-21T03:00:00.000-0300",Argentina,6
"2025-05-21T03:00:00.000-0300",Belgium,1
"2025-05-21T03:00:00.000-0300",Brazil,1
"2025-05-21T03:00:00.000-0300",Colombia,1
"2025-05-21T03:00:00.000-0300",France,1
"2025-05-21T03:00:00.000-0300",Ireland,3
"2025-05-21T03:00:00.000-0300",Italy,1
"2025-05-21T03:00:00.000-0300",Singapore,6
"2025-05-21T03:00:00.000-0300","United States",55
"2025-05-21T03:15:00.000-0300",Argentina,10
"2025-05-21T03:15:00.000-0300",Belgium,1
"2025-05-21T03:15:00.000-0300",Brazil,1
"2025-05-21T03:15:00.000-0300",Bulgaria,1
"2025-05-21T03:15:00.000-0300",Canada,1
"2025-05-21T03:15:00.000-0300",France,1
"2025-05-21T03:15:00.000-0300",Ireland,3
"2025-05-21T03:15:00.000-0300",Italy,1
"2025-05-21T03:15:00.000-0300",Singapore,9
"2025-05-21T03:15:00.000-0300","United Kingdom",2
"2025-05-21T03:15:00.000-0300","United States",35
"2025-05-21T03:30:00.000-0300",Argentina,6
"2025-05-21T03:30:00.000-0300",Belgium,2
"2025-05-21T03:30:00.000-0300",Brazil,1
"2025-05-21T03:30:00.000-0300",France,1
"2025-05-21T03:30:00.000-0300",Germany,1
"2025-05-21T03:30:00.000-0300","Hong Kong",1
"2025-05-21T03:30:00.000-0300",India,1
"2025-05-21T03:30:00.000-0300",Ireland,3
"2025-05-21T03:30:00.000-0300",Israel,1
"2025-05-21T03:30:00.000-0300","Russian Federation",1
"2025-05-21T03:30:00.000-0300",Singapore,6
"2025-05-21T03:30:00.000-0300","United States",48
"2025-05-21T03:45:00.000-0300",Argentina,7
"2025-05-21T03:45:00.000-0300",Belgium,1
"2025-05-21T03:45:00.000-0300",Brazil,1
"2025-05-21T03:45:00.000-0300",Bulgaria,1
"2025-05-21T03:45:00.000-0300",France,1
"2025-05-21T03:45:00.000-0300",Germany,2
"2025-05-21T03:45:00.000-0300",Ireland,1
"2025-05-21T03:45:00.000-0300",Singapore,5
"2025-05-21T03:45:00.000-0300","United States",46
"2025-05-21T04:00:00.000-0300",Argentina,6
"2025-05-21T04:00:00.000-0300",Belgium,1
"2025-05-21T04:00:00.000-0300",Brazil,1
"2025-05-21T04:00:00.000-0300",France,1
"2025-05-21T04:00:00.000-0300","Hong Kong",1
"2025-05-21T04:00:00.000-0300",Singapore,7
"2025-05-21T04:00:00.000-0300","United States",40
"2025-05-21T04:15:00.000-0300",Argentina,4
"2025-05-21T04:15:00.000-0300",Belgium,1
"2025-05-21T04:15:00.000-0300",Brazil,2
"2025-05-21T04:15:00.000-0300",Bulgaria,1
"2025-05-21T04:15:00.000-0300",China,1
"2025-05-21T04:15:00.000-0300",Italy,1
"2025-05-21T04:15:00.000-0300","Russian Federation",1
"2025-05-21T04:15:00.000-0300",Singapore,7
"2025-05-21T04:15:00.000-0300","United Kingdom",1
"2025-05-21T04:15:00.000-0300","United States",44
"2025-05-21T04:30:00.000-0300",Argentina,5
"2025-05-21T04:30:00.000-0300",Belgium,1
"2025-05-21T04:30:00.000-0300",Brazil,1
"2025-05-21T04:30:00.000-0300","Hong Kong",1
"2025-05-21T04:30:00.000-0300",Italy,1
"2025-05-21T04:30:00.000-0300",Singapore,6
"2025-05-21T04:30:00.000-0300","United States",61
"2025-05-21T04:45:00.000-0300",Argentina,8
"2025-05-21T04:45:00.000-0300",Belgium,1
"2025-05-21T04:45:00.000-0300",Brazil,2
"2025-05-21T04:45:00.000-0300",Bulgaria,1
"2025-05-21T04:45:00.000-0300",China,1
"2025-05-21T04:45:00.000-0300",India,1
"2025-05-21T04:45:00.000-0300",Netherlands,1
"2025-05-21T04:45:00.000-0300",Singapore,7
"2025-05-21T04:45:00.000-0300","United Kingdom",1
"2025-05-21T04:45:00.000-0300","United States",66
"2025-05-21T05:00:00.000-0300",Argentina,7
"2025-05-21T05:00:00.000-0300",Brazil,1
"2025-05-21T05:00:00.000-0300",Canada,1
"2025-05-21T05:00:00.000-0300",Germany,3
"2025-05-21T05:00:00.000-0300",Singapore,6
"2025-05-21T05:00:00.000-0300","United States",45
"2025-05-21T05:15:00.000-0300",Argentina,8
"2025-05-21T05:15:00.000-0300",Belgium,1
"2025-05-21T05:15:00.000-0300",Brazil,2
"2025-05-21T05:15:00.000-0300",Bulgaria,1
"2025-05-21T05:15:00.000-0300",Greece,1
"2025-05-21T05:15:00.000-0300",Singapore,9
"2025-05-21T05:15:00.000-0300","United States",47
"2025-05-21T05:30:00.000-0300",Argentina,8
"2025-05-21T05:30:00.000-0300",Belgium,1
"2025-05-21T05:30:00.000-0300",Brazil,1
"2025-05-21T05:30:00.000-0300",Germany,1
"2025-05-21T05:30:00.000-0300",Greece,1
"2025-05-21T05:30:00.000-0300","Hong Kong",1
"2025-05-21T05:30:00.000-0300",Singapore,7
"2025-05-21T05:30:00.000-0300","United States",27
"2025-05-21T05:45:00.000-0300",Argentina,9
"2025-05-21T05:45:00.000-0300",Brazil,1
"2025-05-21T05:45:00.000-0300",Bulgaria,1
"2025-05-21T05:45:00.000-0300",France,1
"2025-05-21T05:45:00.000-0300",Morocco,1
"2025-05-21T05:45:00.000-0300",Singapore,7
"2025-05-21T05:45:00.000-0300",Spain,2
"2025-05-21T05:45:00.000-0300","United Kingdom",2
"2025-05-21T05:45:00.000-0300","United States",58
"2025-05-21T06:00:00.000-0300",Argentina,23
"2025-05-21T06:00:00.000-0300",Belgium,1
"2025-05-21T06:00:00.000-0300",Brazil,1
"2025-05-21T06:00:00.000-0300",Canada,1
"2025-05-21T06:00:00.000-0300",China,3
"2025-05-21T06:00:00.000-0300",Paraguay,1
"2025-05-21T06:00:00.000-0300",Poland,1
"2025-05-21T06:00:00.000-0300",Singapore,7
"2025-05-21T06:00:00.000-0300",Spain,1
"2025-05-21T06:00:00.000-0300","United Kingdom",3
"2025-05-21T06:00:00.000-0300","United States",61
"2025-05-21T06:15:00.000-0300",Argentina,17
"2025-05-21T06:15:00.000-0300",Belgium,3
"2025-05-21T06:15:00.000-0300",Brazil,1
"2025-05-21T06:15:00.000-0300",China,1
"2025-05-21T06:15:00.000-0300",Singapore,7
"2025-05-21T06:15:00.000-0300","United States",30
"2025-05-21T06:30:00.000-0300",Argentina,20
"2025-05-21T06:30:00.000-0300",Brazil,1
"2025-05-21T06:30:00.000-0300",Bulgaria,1
"2025-05-21T06:30:00.000-0300",Canada,1
"2025-05-21T06:30:00.000-0300",China,2
"2025-05-21T06:30:00.000-0300",Germany,1
"2025-05-21T06:30:00.000-0300",India,1
"2025-05-21T06:30:00.000-0300",Singapore,3
"2025-05-21T06:30:00.000-0300","United States",38
"2025-05-21T06:45:00.000-0300",Argentina,26
"2025-05-21T06:45:00.000-0300",Brazil,1
"2025-05-21T06:45:00.000-0300","Korea Republic Of",12
"2025-05-21T06:45:00.000-0300",Singapore,5
"2025-05-21T06:45:00.000-0300","United Kingdom",2
"2025-05-21T06:45:00.000-0300","United States",42
"2025-05-21T07:00:00.000-0300",Argentina,25
"2025-05-21T07:00:00.000-0300",Brazil,1
"2025-05-21T07:00:00.000-0300",Bulgaria,1
"2025-05-21T07:00:00.000-0300","European Union",1
"2025-05-21T07:00:00.000-0300",India,1
"2025-05-21T07:00:00.000-0300",Singapore,7
"2025-05-21T07:00:00.000-0300",Sweden,2
"2025-05-21T07:00:00.000-0300","United Kingdom",4
"2025-05-21T07:00:00.000-0300","United States",58
"2025-05-21T07:15:00.000-0300",Argentina,36
"2025-05-21T07:15:00.000-0300",Brazil,1
"2025-05-21T07:15:00.000-0300",Canada,1
"2025-05-21T07:15:00.000-0300","European Union",1
"2025-05-21T07:15:00.000-0300",Germany,1
"2025-05-21T07:15:00.000-0300",Singapore,2
"2025-05-21T07:15:00.000-0300","United Kingdom",7
"2025-05-21T07:15:00.000-0300","United States",48
"2025-05-21T07:30:00.000-0300",Argentina,40
"2025-05-21T07:30:00.000-0300",Brazil,1
"2025-05-21T07:30:00.000-0300",Bulgaria,1
"2025-05-21T07:30:00.000-0300",Canada,2
"2025-05-21T07:30:00.000-0300",France,2
"2025-05-21T07:30:00.000-0300",Hungary,1
"2025-05-21T07:30:00.000-0300",Singapore,103
"2025-05-21T07:30:00.000-0300",Spain,1
"2025-05-21T07:30:00.000-0300","United Kingdom",2
"2025-05-21T07:30:00.000-0300","United States",36
"2025-05-21T07:45:00.000-0300",Argentina,38
"2025-05-21T07:45:00.000-0300",Brazil,1
"2025-05-21T07:45:00.000-0300",China,1
"2025-05-21T07:45:00.000-0300",Germany,1
"2025-05-21T07:45:00.000-0300",Paraguay,1
"2025-05-21T07:45:00.000-0300",Singapore,191
"2025-05-21T07:45:00.000-0300","United States",54
"2025-05-21T08:00:00.000-0300",Argentina,71
"2025-05-21T08:00:00.000-0300",Brazil,2
"2025-05-21T08:00:00.000-0300",Bulgaria,1
"2025-05-21T08:00:00.000-0300",Canada,1
"2025-05-21T08:00:00.000-0300",Finland,1
"2025-05-21T08:00:00.000-0300",Germany,2
"2025-05-21T08:00:00.000-0300",Malaysia,1
"2025-05-21T08:00:00.000-0300",Paraguay,1
"2025-05-21T08:00:00.000-0300",Singapore,225
"2025-05-21T08:00:00.000-0300","United Kingdom",3
"2025-05-21T08:00:00.000-0300","United States",42
"2025-05-21T08:00:00.000-0300",Uruguay,1
"2025-05-21T08:15:00.000-0300",Argentina,62
"2025-05-21T08:15:00.000-0300",Brazil,4
"2025-05-21T08:15:00.000-0300",Canada,3
"2025-05-21T08:15:00.000-0300",Kenya,1
"2025-05-21T08:15:00.000-0300",Paraguay,2
"2025-05-21T08:15:00.000-0300","Russian Federation",2
"2025-05-21T08:15:00.000-0300",Singapore,246
"2025-05-21T08:15:00.000-0300",Turkey,1
"2025-05-21T08:15:00.000-0300","United Kingdom",4
"2025-05-21T08:15:00.000-0300","United States",34
"2025-05-21T08:30:00.000-0300",Argentina,66
"2025-05-21T08:30:00.000-0300",Brazil,4
"2025-05-21T08:30:00.000-0300",Bulgaria,1
"2025-05-21T08:30:00.000-0300",Canada,1
"2025-05-21T08:30:00.000-0300",China,2
"2025-05-21T08:30:00.000-0300",France,1
"2025-05-21T08:30:00.000-0300","Hong Kong",1
"2025-05-21T08:30:00.000-0300",Singapore,248
"2025-05-21T08:30:00.000-0300",Switzerland,1
"2025-05-21T08:30:00.000-0300","United Kingdom",6
"2025-05-21T08:30:00.000-0300","United States",79
"2025-05-21T08:45:00.000-0300",Argentina,69
"2025-05-21T08:45:00.000-0300",Brazil,2
"2025-05-21T08:45:00.000-0300",Bulgaria,1
"2025-05-21T08:45:00.000-0300",Finland,1
"2025-05-21T08:45:00.000-0300",France,2
"2025-05-21T08:45:00.000-0300",Germany,1
"2025-05-21T08:45:00.000-0300",Paraguay,1
"2025-05-21T08:45:00.000-0300",Singapore,120
"2025-05-21T08:45:00.000-0300","United Kingdom",6
"2025-05-21T08:45:00.000-0300","United States",41
"2025-05-21T08:45:00.000-0300",Uruguay,1
"2025-05-21T09:00:00.000-0300",Argentina,80
"2025-05-21T09:00:00.000-0300",Brazil,3
"2025-05-21T09:00:00.000-0300",Finland,1
"2025-05-21T09:00:00.000-0300",France,1
"2025-05-21T09:00:00.000-0300",Germany,2
"2025-05-21T09:00:00.000-0300",Ireland,3
"2025-05-21T09:00:00.000-0300",Paraguay,2
"2025-05-21T09:00:00.000-0300",Singapore,139
"2025-05-21T09:00:00.000-0300","United Kingdom",6
"2025-05-21T09:00:00.000-0300","United States",75
"2025-05-21T09:00:00.000-0300",Uruguay,1
"2025-05-21T09:15:00.000-0300",Argentina,90
"2025-05-21T09:15:00.000-0300",Brazil,3
"2025-05-21T09:15:00.000-0300",France,1
"2025-05-21T09:15:00.000-0300",Germany,1
"2025-05-21T09:15:00.000-0300","Hong Kong",1
"2025-05-21T09:15:00.000-0300",India,1
"2025-05-21T09:15:00.000-0300",Paraguay,2
"2025-05-21T09:15:00.000-0300",Singapore,47
"2025-05-21T09:15:00.000-0300","United Kingdom",5
"2025-05-21T09:15:00.000-0300","United States",73
"2025-05-21T09:30:00.000-0300",Argentina,78
"2025-05-21T09:30:00.000-0300","Bolivia Plurinational State Of",2
"2025-05-21T09:30:00.000-0300",Brazil,3
"2025-05-21T09:30:00.000-0300",Bulgaria,1
"2025-05-21T09:30:00.000-0300",France,2
"2025-05-21T09:30:00.000-0300",Germany,2
"2025-05-21T09:30:00.000-0300","Hong Kong",2
"2025-05-21T09:30:00.000-0300",India,1
"2025-05-21T09:30:00.000-0300",Paraguay,1
"2025-05-21T09:30:00.000-0300",Peru,1
"2025-05-21T09:30:00.000-0300",Poland,1
"2025-05-21T09:30:00.000-0300",Singapore,259
"2025-05-21T09:30:00.000-0300","United Kingdom",8
"2025-05-21T09:30:00.000-0300","United States",57
"2025-05-21T09:45:00.000-0300",Argentina,79
"2025-05-21T09:45:00.000-0300",Brazil,3
"2025-05-21T09:45:00.000-0300",Canada,2
"2025-05-21T09:45:00.000-0300",China,1
"2025-05-21T09:45:00.000-0300",Ecuador,1
"2025-05-21T09:45:00.000-0300",India,1
"2025-05-21T09:45:00.000-0300",Singapore,183
"2025-05-21T09:45:00.000-0300","United Kingdom",6
"2025-05-21T09:45:00.000-0300","United States",65
"2025-05-21T09:45:00.000-0300",Uruguay,1
"2025-05-21T10:00:00.000-0300",Argentina,96
"2025-05-21T10:00:00.000-0300",Brazil,5
"2025-05-21T10:00:00.000-0300",Bulgaria,2
"2025-05-21T10:00:00.000-0300",Germany,3
"2025-05-21T10:00:00.000-0300",Singapore,246
"2025-05-21T10:00:00.000-0300","United Kingdom",6
"2025-05-21T10:00:00.000-0300","United States",87
"2025-05-21T10:00:00.000-0300",Uruguay,1
"2025-05-21T10:15:00.000-0300",Argentina,79
"2025-05-21T10:15:00.000-0300",Brazil,2
"2025-05-21T10:15:00.000-0300",Germany,1
"2025-05-21T10:15:00.000-0300","Hong Kong",1
"2025-05-21T10:15:00.000-0300","Korea Republic Of",1
"2025-05-21T10:15:00.000-0300",Mexico,1
"2025-05-21T10:15:00.000-0300",Singapore,219
"2025-05-21T10:15:00.000-0300","United Kingdom",5
"2025-05-21T10:15:00.000-0300","United States",41
"2025-05-21T10:15:00.000-0300",Uruguay,1
"2025-05-21T10:30:00.000-0300",Argentina,89
"2025-05-21T10:30:00.000-0300",Brazil,2
"2025-05-21T10:30:00.000-0300",Bulgaria,2
"2025-05-21T10:30:00.000-0300",Canada,1
"2025-05-21T10:30:00.000-0300","Hong Kong",1
"2025-05-21T10:30:00.000-0300",Panama,1
"2025-05-21T10:30:00.000-0300",Singapore,297
"2025-05-21T10:30:00.000-0300","United Kingdom",4
"2025-05-21T10:30:00.000-0300","United States",68
"2025-05-21T10:45:00.000-0300",Argentina,84
"2025-05-21T10:45:00.000-0300",Belgium,1
"2025-05-21T10:45:00.000-0300",Brazil,6
"2025-05-21T10:45:00.000-0300",China,1
"2025-05-21T10:45:00.000-0300","European Union",1
"2025-05-21T10:45:00.000-0300","Korea Republic Of",1
"2025-05-21T10:45:00.000-0300","Russian Federation",2
"2025-05-21T10:45:00.000-0300",Singapore,285
"2025-05-21T10:45:00.000-0300","United Kingdom",3
"2025-05-21T10:45:00.000-0300","United States",47
"2025-05-21T11:00:00.000-0300",Argentina,77
"2025-05-21T11:00:00.000-0300",Brazil,4
"2025-05-21T11:00:00.000-0300",Bulgaria,2
"2025-05-21T11:00:00.000-0300","Costa Rica",1
"2025-05-21T11:00:00.000-0300","Czech Republic",2
"2025-05-21T11:00:00.000-0300","Hong Kong",1
"2025-05-21T11:00:00.000-0300",Indonesia,1
"2025-05-21T11:00:00.000-0300",Japan,1
"2025-05-21T11:00:00.000-0300",Singapore,290
"2025-05-21T11:00:00.000-0300","United Kingdom",3
"2025-05-21T11:00:00.000-0300","United States",59
"2025-05-21T11:00:00.000-0300",Uruguay,2
"2025-05-21T11:15:00.000-0300",Argentina,76
"2025-05-21T11:15:00.000-0300",Austria,1
"2025-05-21T11:15:00.000-0300",Brazil,3
"2025-05-21T11:15:00.000-0300",Chile,1
"2025-05-21T11:15:00.000-0300",France,1
"2025-05-21T11:15:00.000-0300",Germany,1
"2025-05-21T11:15:00.000-0300","Hong Kong",2
"2025-05-21T11:15:00.000-0300",Singapore,145
"2025-05-21T11:15:00.000-0300",Turkey,1
"2025-05-21T11:15:00.000-0300","United Kingdom",5
"2025-05-21T11:15:00.000-0300","United States",49
"2025-05-21T11:15:00.000-0300",Uruguay,1
"2025-05-21T11:30:00.000-0300",Argentina,88
"2025-05-21T11:30:00.000-0300",Brazil,3
"2025-05-21T11:30:00.000-0300",Bulgaria,2
"2025-05-21T11:30:00.000-0300",France,1
"2025-05-21T11:30:00.000-0300",Germany,2
"2025-05-21T11:30:00.000-0300","Hong Kong",1
"2025-05-21T11:30:00.000-0300",Singapore,22
"2025-05-21T11:30:00.000-0300","United Kingdom",8
"2025-05-21T11:30:00.000-0300","United States",57
"2025-05-21T11:30:00.000-0300",Uruguay,1
"2025-05-21T11:45:00.000-0300",Argentina,86
"2025-05-21T11:45:00.000-0300",Belgium,1
"2025-05-21T11:45:00.000-0300",Brazil,1
"2025-05-21T11:45:00.000-0300",Chile,1
"2025-05-21T11:45:00.000-0300",Colombia,1
"2025-05-21T11:45:00.000-0300",Germany,1
"2025-05-21T11:45:00.000-0300",India,1
"2025-05-21T11:45:00.000-0300",Singapore,5
"2025-05-21T11:45:00.000-0300",Switzerland,1
"2025-05-21T11:45:00.000-0300","United Kingdom",2
"2025-05-21T11:45:00.000-0300","United States",52
"2025-05-21T11:45:00.000-0300",Uruguay,1
"2025-05-21T12:00:00.000-0300",Argentina,81
"2025-05-21T12:00:00.000-0300",Brazil,3
"2025-05-21T12:00:00.000-0300",Bulgaria,2
"2025-05-21T12:00:00.000-0300",Colombia,2
"2025-05-21T12:00:00.000-0300",France,1
"2025-05-21T12:00:00.000-0300",Singapore,99
"2025-05-21T12:00:00.000-0300","United Kingdom",5
"2025-05-21T12:00:00.000-0300","United States",63
"2025-05-21T12:00:00.000-0300",Uruguay,1
"2025-05-21T12:15:00.000-0300",Argentina,74
"2025-05-21T12:15:00.000-0300",Austria,1
"2025-05-21T12:15:00.000-0300",Brazil,2
"2025-05-21T12:15:00.000-0300",Canada,1
"2025-05-21T12:15:00.000-0300",Colombia,1
"2025-05-21T12:15:00.000-0300","European Union",1
"2025-05-21T12:15:00.000-0300",Finland,1
"2025-05-21T12:15:00.000-0300",France,2
"2025-05-21T12:15:00.000-0300",India,1
"2025-05-21T12:15:00.000-0300",Netherlands,1
"2025-05-21T12:15:00.000-0300",Portugal,1
"2025-05-21T12:15:00.000-0300",Singapore,303
"2025-05-21T12:15:00.000-0300","United Kingdom",3
"2025-05-21T12:15:00.000-0300","United States",96
"2025-05-21T12:30:00.000-0300",Argentina,70
"2025-05-21T12:30:00.000-0300",Brazil,1
"2025-05-21T12:30:00.000-0300",Bulgaria,2
"2025-05-21T12:30:00.000-0300","Czech Republic",1
"2025-05-21T12:30:00.000-0300",India,1
"2025-05-21T12:30:00.000-0300",Netherlands,1
"2025-05-21T12:30:00.000-0300",Paraguay,1
"2025-05-21T12:30:00.000-0300",Singapore,297
"2025-05-21T12:30:00.000-0300",Spain,2
"2025-05-21T12:30:00.000-0300",Switzerland,1
"2025-05-21T12:30:00.000-0300","United Kingdom",6
"2025-05-21T12:30:00.000-0300","United States",61
"2025-05-21T12:45:00.000-0300",Argentina,51
"2025-05-21T12:45:00.000-0300",Brazil,1
"2025-05-21T12:45:00.000-0300",Canada,2
"2025-05-21T12:45:00.000-0300",France,1
"2025-05-21T12:45:00.000-0300",Mexico,1
"2025-05-21T12:45:00.000-0300",Romania,1
"2025-05-21T12:45:00.000-0300",Singapore,272
"2025-05-21T12:45:00.000-0300","United Kingdom",4
"2025-05-21T12:45:00.000-0300","United States",91
"2025-05-21T12:45:00.000-0300","Venezuela Bolivarian Republic Of",1
"2025-05-21T13:00:00.000-0300",Argentina,39
"2025-05-21T13:00:00.000-0300",Austria,1
"2025-05-21T13:00:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-21T13:00:00.000-0300",Brazil,1
"2025-05-21T13:00:00.000-0300",Bulgaria,2
"2025-05-21T13:00:00.000-0300",Canada,1
"2025-05-21T13:00:00.000-0300",Colombia,1
"2025-05-21T13:00:00.000-0300","European Union",1
"2025-05-21T13:00:00.000-0300",Germany,1
"2025-05-21T13:00:00.000-0300",Paraguay,1
"2025-05-21T13:00:00.000-0300",Poland,1
"2025-05-21T13:00:00.000-0300","Russian Federation",1
"2025-05-21T13:00:00.000-0300",Singapore,268
"2025-05-21T13:00:00.000-0300",Spain,1
"2025-05-21T13:00:00.000-0300","United Kingdom",4
"2025-05-21T13:00:00.000-0300","United States",45
"2025-05-21T13:15:00.000-0300",Argentina,51
"2025-05-21T13:15:00.000-0300",Brazil,4
"2025-05-21T13:15:00.000-0300",Canada,1
"2025-05-21T13:15:00.000-0300",France,1
"2025-05-21T13:15:00.000-0300",Germany,2
"2025-05-21T13:15:00.000-0300","Hong Kong",1
"2025-05-21T13:15:00.000-0300",Ireland,1
"2025-05-21T13:15:00.000-0300",Mexico,1
"2025-05-21T13:15:00.000-0300",Singapore,288
"2025-05-21T13:15:00.000-0300",Spain,2
"2025-05-21T13:15:00.000-0300","United Kingdom",3
"2025-05-21T13:15:00.000-0300","United States",84
"2025-05-21T13:30:00.000-0300",Argentina,61
"2025-05-21T13:30:00.000-0300",Brazil,4
"2025-05-21T13:30:00.000-0300",Bulgaria,2
"2025-05-21T13:30:00.000-0300",France,1
"2025-05-21T13:30:00.000-0300",Japan,1
"2025-05-21T13:30:00.000-0300",Poland,1
"2025-05-21T13:30:00.000-0300",Singapore,273
"2025-05-21T13:30:00.000-0300","United Kingdom",7
"2025-05-21T13:30:00.000-0300","United States",76
"2025-05-21T13:45:00.000-0300",Argentina,49
"2025-05-21T13:45:00.000-0300",Brazil,3
"2025-05-21T13:45:00.000-0300",Colombia,1
"2025-05-21T13:45:00.000-0300",Ecuador,1
"2025-05-21T13:45:00.000-0300",Netherlands,1
"2025-05-21T13:45:00.000-0300",Poland,1
"2025-05-21T13:45:00.000-0300","Russian Federation",2
"2025-05-21T13:45:00.000-0300",Singapore,170
"2025-05-21T13:45:00.000-0300","United Kingdom",9
"2025-05-21T13:45:00.000-0300","United States",91
"2025-05-21T14:00:00.000-0300",Argentina,75
"2025-05-21T14:00:00.000-0300",Brazil,2
"2025-05-21T14:00:00.000-0300",Bulgaria,2
"2025-05-21T14:00:00.000-0300","European Union",1
"2025-05-21T14:00:00.000-0300",France,1
"2025-05-21T14:00:00.000-0300",Indonesia,1
"2025-05-21T14:00:00.000-0300",Singapore,30
"2025-05-21T14:00:00.000-0300","United Kingdom",4
"2025-05-21T14:00:00.000-0300","United States",44
"2025-05-21T14:00:00.000-0300",Uruguay,1
"2025-05-21T14:15:00.000-0300",Argentina,66
"2025-05-21T14:15:00.000-0300",Brazil,1
"2025-05-21T14:15:00.000-0300","Czech Republic",1
"2025-05-21T14:15:00.000-0300",France,1
"2025-05-21T14:15:00.000-0300",Germany,2
"2025-05-21T14:15:00.000-0300",Paraguay,2
"2025-05-21T14:15:00.000-0300",Singapore,241
"2025-05-21T14:15:00.000-0300","United Kingdom",3
"2025-05-21T14:15:00.000-0300","United States",59
"2025-05-21T14:30:00.000-0300",Argentina,63
"2025-05-21T14:30:00.000-0300",Belgium,1
"2025-05-21T14:30:00.000-0300",Brazil,4
"2025-05-21T14:30:00.000-0300",Bulgaria,2
"2025-05-21T14:30:00.000-0300","Hong Kong",1
"2025-05-21T14:30:00.000-0300",Singapore,276
"2025-05-21T14:30:00.000-0300",Spain,1
"2025-05-21T14:30:00.000-0300","United Kingdom",2
"2025-05-21T14:30:00.000-0300","United States",39
"2025-05-21T14:45:00.000-0300",Argentina,77
"2025-05-21T14:45:00.000-0300",Belgium,1
"2025-05-21T14:45:00.000-0300",Brazil,2
"2025-05-21T14:45:00.000-0300",Canada,1
"2025-05-21T14:45:00.000-0300",Colombia,1
"2025-05-21T14:45:00.000-0300",France,7
"2025-05-21T14:45:00.000-0300",Germany,7
"2025-05-21T14:45:00.000-0300",Peru,1
"2025-05-21T14:45:00.000-0300",Singapore,277
"2025-05-21T14:45:00.000-0300","United Kingdom",9
"2025-05-21T14:45:00.000-0300","United States",82
"2025-05-21T14:45:00.000-0300","Viet Nam",2
"2025-05-21T15:00:00.000-0300",Argentina,83
"2025-05-21T15:00:00.000-0300",Brazil,6
"2025-05-21T15:00:00.000-0300",Bulgaria,2
"2025-05-21T15:00:00.000-0300",Germany,1
"2025-05-21T15:00:00.000-0300",Indonesia,1
"2025-05-21T15:00:00.000-0300",Ireland,1
"2025-05-21T15:00:00.000-0300",Singapore,266
"2025-05-21T15:00:00.000-0300","United Kingdom",5
"2025-05-21T15:00:00.000-0300","United States",36
"2025-05-21T15:00:00.000-0300",Uruguay,1
"2025-05-21T15:15:00.000-0300",Argentina,64
"2025-05-21T15:15:00.000-0300","Bolivia Plurinational State Of",3
"2025-05-21T15:15:00.000-0300",Brazil,2
"2025-05-21T15:15:00.000-0300",China,4
"2025-05-21T15:15:00.000-0300",Ecuador,1
"2025-05-21T15:15:00.000-0300",Indonesia,1
"2025-05-21T15:15:00.000-0300",Singapore,145
"2025-05-21T15:15:00.000-0300","United Kingdom",9
"2025-05-21T15:15:00.000-0300","United States",51
"2025-05-21T15:15:00.000-0300",Uruguay,1
"2025-05-21T15:30:00.000-0300",Argentina,67
"2025-05-21T15:30:00.000-0300","Bolivia Plurinational State Of",3
"2025-05-21T15:30:00.000-0300",Brazil,1
"2025-05-21T15:30:00.000-0300",Bulgaria,2
"2025-05-21T15:30:00.000-0300",Colombia,1
"2025-05-21T15:30:00.000-0300",Germany,2
"2025-05-21T15:30:00.000-0300",Japan,1
"2025-05-21T15:30:00.000-0300",Paraguay,1
"2025-05-21T15:30:00.000-0300",Singapore,124
"2025-05-21T15:30:00.000-0300","United Kingdom",8
"2025-05-21T15:30:00.000-0300","United States",50
"2025-05-21T15:45:00.000-0300",Argentina,76
"2025-05-21T15:45:00.000-0300","Bolivia Plurinational State Of",3
"2025-05-21T15:45:00.000-0300",Brazil,5
"2025-05-21T15:45:00.000-0300",Chile,1
"2025-05-21T15:45:00.000-0300",Germany,1
"2025-05-21T15:45:00.000-0300",Indonesia,1
"2025-05-21T15:45:00.000-0300",Paraguay,1
"2025-05-21T15:45:00.000-0300",Singapore,281
"2025-05-21T15:45:00.000-0300","United Kingdom",6
"2025-05-21T15:45:00.000-0300","United States",53
"2025-05-21T16:00:00.000-0300",Argentina,63
"2025-05-21T16:00:00.000-0300",Belgium,1
"2025-05-21T16:00:00.000-0300",Brazil,5
"2025-05-21T16:00:00.000-0300",Bulgaria,2
